_id,awayTeam,homeTeam,competition,date,totalScores,home,away,firstQuarterAwayScore,firstQuarterHomeScore,secondQuarterAwayScore,secondQuarterHomeScore,thirdQuarterAwayScore,thirdQuarterHomeScore,fourthQuarterAwayScore,fourthQuarterHomeScore
499587373,Milwaukee Bucks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703778000,210,92,118,32,20,24,28,32,26,30,18
499709145,New York Knicks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703838000,187,104,83,17,29,27,33,13,25,26,17
499817174,Los Angeles Lakers (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1703878800,199,93,106,30,21,30,29,18,26,28,17
499825064,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703881200,210,101,109,25,26,23,32,22,24,39,19
499810904,Boston Celtics (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703876400,199,96,103,24,24,31,23,23,25,25,24
499506627,Brooklyn Nets (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703742000,187,104,83,14,31,26,22,21,27,22,24
499695219,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703830800,188,116,72,23,32,18,32,14,27,17,25
499667910,Milwaukee Bucks (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703814000,217,97,120,31,32,36,24,29,21,24,20
499643664,Brooklyn Nets (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703799600,195,118,77,21,40,24,20,16,32,16,26
499601139,Memphis Grizzlies (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703782800,193,92,101,31,25,18,19,27,26,25,22
499581924,Miami Heat (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1703775600,198,105,93,24,23,29,23,23,28,17,31
499564288,Memphis Grizzlies (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703768400,182,95,87,21,24,21,26,18,24,27,21
499536198,Brooklyn Nets (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703756400,199,117,82,12,37,30,28,19,26,21,26
499690958,New York Knicks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703828400,191,97,94,18,19,28,30,23,27,25,21
499627717,Sacramento Kings (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1703792400,200,95,105,26,25,30,26,24,16,25,28
499541872,Miami Heat (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703758800,195,102,93,18,19,30,39,25,22,20,22
499679734,Miami Heat (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1703821200,193,101,92,26,26,21,26,18,27,27,22
499651634,Memphis Grizzlies (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703804400,208,98,110,26,21,34,28,19,23,31,26
499639336,New York Knicks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1703797200,237,121,116,32,21,26,29,21,29,37,42
499558538,Brooklyn Nets (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703766000,212,104,108,35,21,19,23,22,30,32,30
499524512,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1703751600,219,98,121,41,25,27,19,24,33,29,21
499502830,Miami Heat (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703739600,186,78,108,23,23,33,17,25,27,27,11
499753931,Memphis Grizzlies (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703854800,207,104,103,24,28,23,22,30,30,26,24
499675461,Minnesota Timberwolves (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1703818800,194,86,108,34,20,25,26,22,22,27,18
499776890,Cleveland Cavaliers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703864400,209,108,101,20,24,28,28,27,23,26,33
499765093,Golden State Warriors (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1703859600,198,96,102,23,32,32,21,20,20,27,23
499703695,Atlanta Hawks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1703835600,185,94,91,28,23,26,22,20,16,17,33
499594020,Brooklyn Nets (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703780400,192,110,82,19,24,24,26,27,37,12,23
499570985,Los Angeles Lakers (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1703770800,202,104,98,19,22,18,32,27,26,34,24
499469861,New York Knicks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703720400,199,102,97,23,28,22,27,29,19,23,28
499784720,Atlanta Hawks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703866800,206,104,102,23,26,29,32,27,22,23,24
499699199,Miami Heat (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1703833200,226,117,109,28,28,22,36,37,21,22,32
499552542,Cleveland Cavaliers (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1703763600,203,94,109,29,37,30,22,20,20,30,15
499499158,Denver Nuggets (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703737200,201,103,98,25,25,31,30,19,24,23,24
499728685,Miami Heat (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1703845200,198,92,106,24,18,27,24,28,26,27,24
499510894,Cleveland Cavaliers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703744400,195,104,91,23,29,25,28,25,20,18,27
499722042,Milwaukee Bucks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703842800,224,118,106,28,40,24,18,31,26,23,34
499519431,Miami Heat (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703749200,189,87,102,25,20,34,21,21,24,22,22
499576206,Sacramento Kings (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703773200,226,125,101,27,30,27,26,18,33,29,36
499495374,Atlanta Hawks (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1703734800,229,128,101,18,41,39,30,23,28,21,29
499475329,Boston Celtics (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703722800,209,113,96,24,28,19,31,30,29,23,25
499770654,Sacramento Kings (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703862000,211,110,101,28,31,26,28,21,30,26,21
499759269,Atlanta Hawks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703857200,219,115,104,26,33,21,33,29,15,28,34
499834791,Cleveland Cavaliers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703886000,217,112,105,20,27,25,28,30,25,30,32
499797323,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703871600,219,91,128,39,20,28,26,26,32,35,13
499687115,Atlanta Hawks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703826000,191,105,86,27,25,20,33,16,22,23,25
499633784,Golden State Warriors (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1703794800,217,111,106,31,25,23,22,21,32,31,32
499546917,Denver Nuggets (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703761200,207,93,114,22,19,33,30,27,23,32,21
499514952,Los Angeles Lakers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1703746800,199,103,96,22,23,32,26,17,24,25,30
499465641,Memphis Grizzlies (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1703718000,219,112,107,21,26,27,29,23,30,36,27
499461441,Miami Heat (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1703715600,217,113,104,29,24,27,24,23,34,25,31
499830263,Philadelphia 76ers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703883600,215,122,93,20,28,27,24,25,41,21,29
499663933,Sacramento Kings (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1703811600,204,101,103,30,25,25,24,26,23,22,29
499613622,Denver Nuggets (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703787600,210,101,109,27,21,27,24,24,28,31,28
499790774,Golden State Warriors (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1703869200,206,87,119,35,24,26,26,28,17,30,20
499734386,Brooklyn Nets (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703847600,213,109,104,30,22,29,34,25,28,20,25
499621273,Brooklyn Nets (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703790000,183,101,82,20,28,17,23,16,26,29,24
499486692,Los Angeles Clippers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1703730000,187,97,90,29,21,14,25,21,23,26,28
499479167,Los Angeles Lakers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703725200,191,87,104,24,22,34,21,20,29,26,15
499659963,Minnesota Timberwolves (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1703809200,202,99,103,22,23,27,29,26,22,28,25
499655552,Boston Celtics (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1703806800,210,96,114,33,25,29,27,26,17,26,27
499647597,Sacramento Kings (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1703802000,212,110,102,27,24,19,30,20,30,36,26
499529964,Cleveland Cavaliers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703754000,207,112,95,32,19,29,32,14,30,20,31
499483111,Denver Nuggets (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703727600,201,91,110,31,21,24,23,32,20,23,27
500044998,Boston Celtics (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703974800,198,93,105,29,21,20,28,24,24,32,20
500154328,Philadelphia 76ers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1704032400,222,116,106,24,32,21,25,33,30,28,29
500064246,Boston Celtics (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703984400,199,89,110,24,17,34,23,32,26,20,23
500158902,Cleveland Cavaliers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1704034800,204,94,110,28,24,32,27,30,19,20,24
500194213,Memphis Grizzlies (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1704054000,186,90,96,16,26,28,18,19,21,33,25
500181403,Atlanta Hawks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1704046800,204,98,106,25,17,22,28,31,27,28,26
499888689,Milwaukee Bucks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703914800,225,95,130,30,19,35,24,34,33,31,19
499876408,Sacramento Kings (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1703907600,200,94,106,26,22,18,30,27,25,35,17
500105777,Philadelphia 76ers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1704008400,197,102,95,21,19,23,25,35,25,16,33
500049955,Los Angeles Lakers (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1703977200,194,92,102,27,30,20,22,29,21,26,19
500035031,Miami Heat (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1703970000,203,103,100,14,23,33,19,26,27,27,34
499939553,Memphis Grizzlies (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1703938800,202,111,91,19,30,28,22,23,37,21,22
499859118,Los Angeles Lakers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1703898000,182,98,84,21,18,17,25,18,32,28,23
499843434,Sacramento Kings (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1703890800,203,112,91,26,20,29,28,13,38,23,26
499928139,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1703934000,224,103,121,32,25,27,24,37,24,25,30
499923075,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703931600,212,103,109,28,22,20,30,31,23,30,28
500144088,Boston Celtics (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1704027600,211,104,107,31,21,26,26,31,25,19,32
500101201,Boston Celtics (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1704006000,206,98,108,32,26,23,24,23,25,30,23
500001188,Memphis Grizzlies (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1703958000,174,81,93,21,27,29,21,17,12,26,21
499867875,Cleveland Cavaliers (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1703902800,207,99,108,28,22,26,28,29,24,25,25
500119961,Los Angeles Lakers (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1704015600,223,113,110,24,26,29,24,29,28,28,35
500115093,Milwaukee Bucks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1704013200,214,99,115,27,30,25,26,29,15,34,28
500092892,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1704001200,219,101,118,36,31,34,15,22,29,26,26
500080138,New York Knicks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1703994000,205,99,106,30,24,28,27,20,25,28,23
500054171,Miami Heat (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703979600,186,96,90,18,24,24,22,18,22,30,28
499907812,Milwaukee Bucks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1703924400,225,109,116,30,28,25,22,32,27,29,32
499903096,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703922000,207,112,95,27,30,19,26,22,25,27,31
500176313,Cleveland Cavaliers (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1704044400,207,107,100,23,27,32,27,23,24,22,29
500163302,Miami Heat (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704037200,194,103,91,19,31,25,29,21,20,26,23
499959468,Miami Heat (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703946000,200,108,92,17,25,32,24,22,31,21,28
499912765,Minnesota Timberwolves (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1703926800,201,104,97,20,33,29,26,22,22,26,23
500201445,Denver Nuggets (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1704058800,223,110,113,25,26,29,26,28,26,31,32
500124528,Sacramento Kings (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704018000,183,105,78,9,27,28,27,16,27,25,24
500197939,Cleveland Cavaliers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1704056400,200,104,96,22,25,24,19,23,23,27,37
500128892,Atlanta Hawks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1704020400,185,88,97,30,23,25,26,21,20,21,19
500059890,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1703982000,201,88,113,26,22,28,24,30,15,29,27
500167326,Memphis Grizzlies (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1704039600,221,117,104,19,34,21,23,32,33,32,27
500097054,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704003600,225,110,115,34,21,24,32,25,24,32,33
500087984,Philadelphia 76ers (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1703998800,203,102,101,28,30,23,16,30,24,20,32
499952750,Milwaukee Bucks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703943600,197,87,110,28,32,23,15,37,14,22,26
499883733,Boston Celtics (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703912400,197,86,111,30,14,24,29,31,22,26,21
500110483,Cleveland Cavaliers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1704010800,174,75,99,25,22,36,19,20,23,18,11
500068762,Cleveland Cavaliers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703986800,220,115,105,28,28,18,34,33,20,26,33
499992027,Miami Heat (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703955600,193,81,112,27,24,34,19,31,18,20,20
499893322,Los Angeles Clippers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1703917200,191,94,97,29,23,24,22,21,24,23,25
500149007,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704030000,207,107,100,26,25,22,26,26,29,26,27
500072525,Memphis Grizzlies (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703989200,202,103,99,20,23,23,25,19,28,37,27
500022635,Atlanta Hawks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703965200,200,101,99,29,24,21,21,20,25,29,31
499984869,Philadelphia 76ers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703953200,199,96,103,23,21,23,27,27,21,30,27
499966080,Los Angeles Lakers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1703948400,193,91,102,27,20,28,23,23,24,24,24
500015492,Philadelphia 76ers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703962800,190,87,103,27,25,27,14,30,23,19,25
499897766,Philadelphia 76ers (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1703919600,198,94,104,29,19,26,32,23,18,26,25
499871762,Miami Heat (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703905200,206,96,110,35,19,22,27,23,23,30,27
499839223,Miami Heat (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703888400,184,80,104,22,26,28,22,20,21,34,11
500139588,Los Angeles Lakers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1704025200,200,96,104,23,24,26,20,32,20,23,32
500040248,Philadelphia 76ers (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1703972400,211,106,105,26,27,25,25,25,25,29,29
499934167,Miami Heat (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703936400,185,97,88,27,25,14,22,21,21,26,29
499880084,Memphis Grizzlies (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703910000,207,106,101,22,28,23,28,30,20,26,30
500185399,Phoenix Suns (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704049200,214,102,112,26,30,33,18,28,29,25,25
500076246,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703991600,196,84,112,24,23,34,19,27,26,27,16
499975466,Sacramento Kings (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1703950800,194,113,81,19,25,18,39,20,32,24,17
499847808,Los Angeles Clippers (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1703893200,199,95,104,24,21,28,28,19,27,33,19
500083710,Boston Celtics (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1703996400,188,81,107,31,23,29,20,19,20,28,18
500171468,Los Angeles Clippers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1704042000,213,110,103,28,26,33,23,16,31,26,30
500009926,Boston Celtics (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1703960400,212,112,100,30,22,18,31,26,33,26,26
499917861,Philadelphia 76ers (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1703929200,230,121,109,33,28,18,28,23,35,35,30
500134474,Miami Heat (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1704022800,206,109,97,23,40,20,16,24,20,30,33
499854498,New York Knicks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1703895600,180,101,79,11,30,39,23,14,30,15,18
500029516,Milwaukee Bucks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1703967600,244,117,127,26,28,41,21,28,31,32,37
499945603,Cleveland Cavaliers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1703941200,197,90,107,37,24,18,25,24,21,28,20
499863779,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1703900400,201,103,98,22,23,26,30,16,22,34,28
500433487,Sacramento Kings (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1704193200,222,105,117,29,27,25,27,26,28,37,23
500449634,Miami Heat (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1704200400,206,106,100,21,23,29,22,25,21,25,40
500475761,Brooklyn Nets (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1704212400,203,98,105,34,17,25,27,17,30,29,24
500411919,Cleveland Cavaliers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1704183600,193,90,103,29,29,21,23,28,15,25,23
500508801,New York Knicks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704226800,188,100,88,22,21,24,21,24,33,18,25
500384007,New York Knicks (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1704166800,208,108,100,28,29,21,23,26,25,25,31
500366683,Los Angeles Lakers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704154800,211,103,108,24,26,28,25,23,23,33,29
500304621,Phoenix Suns (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1704121200,190,88,102,34,23,23,21,26,17,19,27
500258655,Philadelphia 76ers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1704097200,205,112,93,23,27,27,29,17,21,26,35
500216135,Cleveland Cavaliers (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1704068400,220,106,114,22,32,31,21,31,22,30,31
500311980,Minnesota Timberwolves (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1704123600,203,99,104,28,23,24,28,28,29,24,19
500276178,Brooklyn Nets (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1704106800,195,95,100,22,23,39,24,17,25,22,23
500272042,Milwaukee Bucks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704104400,225,110,115,31,27,20,23,26,36,38,24
500246989,Phoenix Suns (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1704090000,188,101,87,23,37,27,24,21,23,16,17
500438953,Boston Celtics (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1704195600,189,85,104,32,23,25,21,20,22,27,19
500407150,Denver Nuggets (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704181200,203,98,105,23,21,28,26,26,27,28,24
500321024,Brooklyn Nets (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1704128400,209,109,100,28,23,27,21,16,34,29,31
500267624,Minnesota Timberwolves (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1704102000,201,96,105,31,24,23,20,28,29,23,23
500486436,Memphis Grizzlies (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1704217200,215,106,109,17,29,30,35,27,20,35,22
500391044,Boston Celtics (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1704171600,193,82,111,26,19,22,30,32,14,31,19
500334781,Miami Heat (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1704135600,218,112,106,25,26,26,30,23,26,32,30
500250671,Cleveland Cavaliers (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704092400,202,97,105,24,25,30,16,23,29,28,27
500229865,Los Angeles Lakers (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1704078000,207,94,113,27,23,29,28,35,21,22,22
500377215,Boston Celtics (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1704162000,227,115,112,29,26,21,35,32,25,30,29
500294791,Atlanta Hawks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704116400,222,107,115,31,21,27,28,26,33,31,25
500205282,Miami Heat (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1704061200,197,101,96,25,24,23,23,25,24,23,30
500325755,Los Angeles Lakers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704130800,207,95,112,35,23,27,26,30,24,20,22
500262911,Sacramento Kings (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1704099600,197,108,89,25,31,18,30,25,31,21,16
500236400,Philadelphia 76ers (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1704082800,192,94,98,19,23,22,21,24,14,33,36
500513312,Philadelphia 76ers (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1704229200,202,97,105,23,28,27,19,28,19,27,31
500491872,Miami Heat (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1704219600,218,114,104,26,28,27,30,23,30,28,26
500498348,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704222000,199,98,101,22,16,31,29,26,19,22,34
500481105,Boston Celtics (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1704214800,206,99,107,38,19,12,23,32,26,25,31
500219388,Atlanta Hawks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1704070800,197,98,99,23,22,23,24,23,33,30,19
500355540,Atlanta Hawks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1704147600,210,115,95,24,33,26,26,28,31,17,25
500518663,Brooklyn Nets (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1704231600,192,90,102,31,21,19,27,27,18,25,24
500359250,Sacramento Kings (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1704150000,203,109,94,15,27,30,30,22,33,27,19
500226567,Golden State Warriors (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1704075600,186,83,103,32,26,29,16,18,25,24,16
500470662,Miami Heat (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1704210000,204,98,106,35,18,23,33,24,25,24,22
500398741,Atlanta Hawks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1704176400,203,98,105,33,30,29,28,18,22,25,18
500316364,Milwaukee Bucks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1704126000,217,111,106,24,29,26,23,20,29,36,30
500285521,Philadelphia 76ers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704111600,210,103,107,28,25,19,31,32,20,28,27
500239744,Milwaukee Bucks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1704085200,210,101,109,27,18,27,16,29,39,26,28
500402522,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1704178800,212,101,111,31,27,27,22,29,19,24,33
500387320,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704169200,202,93,109,25,21,30,31,25,24,29,17
500380486,Golden State Warriors (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1704164400,182,102,80,22,27,23,20,19,22,16,33
500373710,Denver Nuggets (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1704159600,215,102,113,26,28,34,24,24,21,29,29
500351941,Los Angeles Lakers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1704145200,194,100,94,27,22,28,26,19,32,20,20
500339020,Sacramento Kings (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1704138000,233,120,113,31,31,32,21,26,36,24,32
500330214,Philadelphia 76ers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1704133200,191,82,109,30,22,18,24,33,15,28,21
500290242,Los Angeles Clippers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1704114000,181,102,79,19,24,32,16,14,27,14,35
500443964,Atlanta Hawks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1704198000,211,94,117,29,33,35,27,30,15,23,19
500280902,Cleveland Cavaliers (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1704109200,194,84,110,34,18,25,26,32,15,19,25
500243392,Memphis Grizzlies (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1704087600,217,116,101,19,24,37,39,26,22,19,31
500223280,Sacramento Kings (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1704073200,212,110,102,27,28,20,26,27,23,28,33
500212171,Phoenix Suns (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1704066000,194,100,94,20,26,28,24,28,27,18,23
