_id,awayTeam,homeTeam,competition,date,totalScores,home,away,firstQuarterAwayScore,firstQuarterHomeScore,secondQuarterAwayScore,secondQuarterHomeScore,thirdQuarterAwayScore,thirdQuarterHomeScore,fourthQuarterAwayScore,fourthQuarterHomeScore
502614872,Philadelphia 76ers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705122000,227,108,119,35,22,28,26,21,29,35,31
502586562,Sacramento Kings (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705107600,238,123,115,29,35,30,25,26,28,30,35
502795221,Los Angeles Lakers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705170000,232,102,130,32,24,34,25,34,26,30,27
502630104,Boston Celtics (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705129200,191,81,110,35,21,28,24,25,21,22,15
502625361,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705126800,217,97,120,33,26,26,19,33,25,28,27
502607032,Sacramento Kings (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705117200,198,108,90,19,26,22,29,25,29,24,24
502934357,Brooklyn Nets (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705225200,209,119,90,14,30,30,25,31,27,15,37
502829180,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705179600,194,108,86,23,23,16,31,25,20,22,34
502570120,New York Knicks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705100400,223,116,107,28,29,26,26,32,34,21,27
502889429,Philadelphia 76ers (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705206000,209,102,107,32,19,23,25,23,27,29,31
502864428,Cleveland Cavaliers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705194000,188,78,110,29,23,17,25,27,26,37,4
502835961,Denver Nuggets (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705182000,195,94,101,11,21,29,21,37,31,24,21
502880289,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705201200,197,99,98,28,26,16,30,30,20,24,23
502620402,Los Angeles Lakers (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705124400,215,104,111,35,30,25,24,23,30,28,20
502592362,New York Knicks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705110000,224,120,104,31,37,27,23,23,31,23,29
502574896,Atlanta Hawks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705102800,193,100,93,26,23,22,22,22,27,23,28
502948716,Cleveland Cavaliers (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705230000,204,95,109,25,22,38,23,31,26,15,24
502736131,Memphis Grizzlies (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705158000,185,100,85,21,19,28,33,23,22,13,26
502666144,Brooklyn Nets (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705141200,201,104,97,26,24,25,24,30,23,16,33
502988643,Cleveland Cavaliers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705239600,198,102,96,22,23,24,20,20,26,30,33
502904092,Los Angeles Lakers (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705213200,219,107,112,36,28,24,15,26,27,26,37
502893560,Miami Heat (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705208400,214,110,104,24,23,28,24,22,27,30,36
503068730,Boston Celtics (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705258800,181,83,98,30,16,23,20,30,21,15,26
503000129,New York Knicks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705242000,192,90,102,29,22,29,27,20,20,24,21
502960943,Minnesota Timberwolves (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705232400,194,90,104,26,25,25,16,25,19,28,30
502803865,Cleveland Cavaliers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705172400,202,91,111,27,27,24,29,27,18,33,17
503032124,Atlanta Hawks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705249200,215,106,109,33,31,28,23,21,27,27,25
503075332,Miami Heat (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705261200,226,116,110,32,32,24,29,26,22,28,33
502928262,Golden State Warriors (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705222800,189,98,91,26,22,16,22,30,20,19,34
502700512,Minnesota Timberwolves (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705150800,167,92,75,13,26,19,31,23,18,20,17
502673027,Sacramento Kings (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705143600,212,114,98,18,29,26,36,21,25,33,24
502649049,Minnesota Timberwolves (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705136400,193,98,95,21,17,19,30,29,27,26,24
502602284,Cleveland Cavaliers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705114800,202,96,106,23,20,27,23,27,25,29,28
502822173,Los Angeles Clippers (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705177200,187,108,79,23,36,24,21,14,25,18,26
502813083,Philadelphia 76ers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705174800,219,106,113,31,23,29,30,25,29,28,24
502762412,Philadelphia 76ers (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705162800,209,99,110,26,19,24,26,35,32,25,22
502784325,Milwaukee Bucks (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705167600,227,110,117,34,24,30,22,25,30,28,34
502858804,Denver Nuggets (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705191600,223,109,114,29,23,26,24,22,32,37,30
502657010,Boston Celtics (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705138800,209,110,99,28,29,18,21,32,31,21,29
502581523,Los Angeles Clippers (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705105200,178,93,85,20,25,24,18,20,30,21,20
502683769,Cleveland Cavaliers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705146000,197,96,101,27,11,29,28,16,27,29,30
502642428,Denver Nuggets (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705134000,206,108,98,31,25,16,27,28,29,23,27
502914435,Miami Heat (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705218000,222,113,109,27,25,21,27,29,29,32,32
502636423,Cleveland Cavaliers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705131600,207,96,111,35,22,16,21,29,28,31,25
503082566,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705263600,231,112,119,35,26,23,26,36,29,25,31
502885398,Los Angeles Lakers (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705203600,191,86,105,24,26,27,18,25,30,29,12
502870783,Atlanta Hawks (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705196400,209,115,94,26,35,14,28,32,28,22,24
502852419,Los Angeles Lakers (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705189200,212,99,113,30,30,36,14,25,24,22,31
502726751,Miami Heat (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705155600,191,99,92,23,23,24,25,18,30,27,21
502715750,Atlanta Hawks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705153200,196,103,93,26,23,20,29,22,28,25,23
502565528,Cleveland Cavaliers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705098000,195,100,95,31,23,28,23,17,32,19,22
503041925,New York Knicks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705251600,201,110,91,30,27,23,20,20,39,18,24
502978105,Memphis Grizzlies (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705237200,195,94,101,19,27,30,21,24,24,28,22
502941907,Boston Celtics (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705227600,209,102,107,31,25,18,32,31,24,27,21
502876058,Boston Celtics (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705198800,214,103,111,25,23,28,34,30,16,28,30
502771781,Brooklyn Nets (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705165200,193,108,85,22,27,18,29,28,24,17,28
502752281,Denver Nuggets (cyber),Los Angeles Lakers (cyber),NBA 2K24. Cyber League,1705160400,215,117,98,26,24,23,37,23,34,26,22
502597779,Los Angeles Lakers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705112400,197,87,110,28,21,30,22,27,27,25,17
503418861,Atlanta Hawks (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705412400,200,105,95,27,20,20,32,20,25,28,28
503410908,Boston Celtics (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705410000,200,101,99,31,26,25,23,24,26,19,26
503329771,Atlanta Hawks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705374000,212,102,110,32,29,27,12,25,31,26,30
503470829,Denver Nuggets (cyber),Los Angeles Lakers (cyber),NBA 2K24. Cyber League,1705429200,210,107,103,25,24,31,23,12,27,35,33
503284016,Memphis Grizzlies (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705350000,219,111,108,24,27,38,21,19,26,27,37
503190360,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705318800,211,102,109,25,22,21,31,32,27,31,22
503116929,New York Knicks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705280400,207,102,105,24,23,31,24,24,29,26,26
503484277,Milwaukee Bucks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705434000,194,87,107,31,16,28,28,30,21,18,22
503491310,Los Angeles Clippers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705436400,181,86,95,24,16,20,24,33,25,18,21
503440839,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705419600,217,110,107,30,28,27,26,32,23,18,33
503404805,Memphis Grizzlies (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705407600,221,114,107,31,37,27,25,19,25,30,27
503354295,New York Knicks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705388400,203,106,97,17,34,30,23,20,31,30,18
503224616,Brooklyn Nets (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705330800,172,98,74,23,24,21,22,9,33,21,19
503137780,Atlanta Hawks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705294800,205,113,92,28,27,17,30,25,28,22,28
503232996,Atlanta Hawks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705333200,234,119,115,37,18,24,40,22,24,32,37
503313729,Denver Nuggets (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705364400,192,77,115,30,19,20,17,34,20,31,21
503385647,Atlanta Hawks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705400400,210,111,99,24,26,22,29,30,28,23,28
503166347,New York Knicks (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705309200,194,108,86,17,33,27,21,12,30,30,24
503154909,Boston Celtics (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705304400,205,98,107,34,21,26,27,21,21,26,29
503123797,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705285200,217,113,104,28,28,20,36,34,21,22,28
503456231,Miami Heat (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705424400,192,94,98,26,29,28,19,14,21,30,25
503391510,Denver Nuggets (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705402800,229,104,125,39,23,27,36,32,17,27,28
503308466,Sacramento Kings (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705362000,214,105,109,28,16,23,28,29,27,29,34
503218757,Memphis Grizzlies (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705328400,199,93,106,31,20,17,28,34,23,24,22
503206314,Cleveland Cavaliers (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705323600,210,107,103,27,29,30,22,22,27,24,29
503149681,Los Angeles Lakers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705302000,206,88,118,28,19,26,23,40,29,24,17
503141613,Sacramento Kings (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705297200,232,108,124,27,29,26,27,40,31,31,21
503113345,Boston Celtics (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705278000,186,85,101,29,21,24,22,29,26,19,16
503317792,Boston Celtics (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705366800,183,82,101,27,20,24,20,29,20,21,22
503099072,Minnesota Timberwolves (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705270800,206,105,101,23,22,20,28,27,20,31,35
503447919,Memphis Grizzlies (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705422000,194,105,89,22,24,22,39,25,23,20,19
503496835,Boston Celtics (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705438800,219,100,119,29,23,24,28,36,20,30,29
503321822,Cleveland Cavaliers (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705369200,221,109,112,26,27,35,16,26,36,25,30
503463537,Philadelphia 76ers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705426800,220,113,107,29,24,27,26,27,28,24,35
503431529,Golden State Warriors (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705417200,208,96,112,27,26,36,22,26,27,23,21
503359402,Milwaukee Bucks (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705390800,229,110,119,23,35,33,30,33,24,30,21
503325966,Sacramento Kings (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705371600,218,122,96,26,29,23,33,20,29,27,31
503304006,Los Angeles Lakers (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705359600,215,102,113,26,27,34,21,28,30,25,24
503262269,Los Angeles Clippers (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705342800,207,95,112,31,24,26,26,25,22,30,23
503160616,Los Angeles Clippers (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705306800,215,111,104,22,26,27,26,23,33,32,26
503477417,Phoenix Suns (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705431600,213,108,105,29,21,24,32,27,23,25,32
503333623,Philadelphia 76ers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705376400,187,89,98,30,14,25,20,20,24,23,31
503275716,Philadelphia 76ers (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705347600,209,100,109,25,24,30,25,26,25,28,26
503255262,Los Angeles Lakers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705340400,187,90,97,22,26,22,13,22,25,31,26
503103660,Milwaukee Bucks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705273200,229,108,121,30,30,26,25,35,23,30,30
503295410,Cleveland Cavaliers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705354800,182,83,99,29,18,15,20,27,20,28,25
503127248,Milwaukee Bucks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705287600,207,111,96,22,26,25,33,22,26,27,26
503108036,Golden State Warriors (cyber),Los Angeles Lakers (cyber),NBA 2K24. Cyber League,1705275600,205,100,105,28,27,19,23,26,26,32,24
503425646,New York Knicks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705414800,221,122,99,17,31,29,33,23,35,30,23
503397372,Cleveland Cavaliers (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705405200,224,107,117,33,23,26,30,30,20,28,34
503372544,Brooklyn Nets (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705395600,198,95,103,28,20,20,29,26,23,29,23
503247092,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705338000,211,129,82,25,30,17,40,24,27,16,32
503240427,Milwaukee Bucks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705335600,197,90,107,23,19,27,23,35,28,22,20
503198103,Atlanta Hawks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705321200,226,117,109,23,25,26,40,23,26,37,26
503379292,Miami Heat (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705398000,203,93,110,26,23,29,13,29,23,26,34
503290136,Minnesota Timberwolves (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705352400,170,93,77,21,19,21,25,19,26,16,23
503345374,Denver Nuggets (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705383600,240,112,128,29,34,29,28,43,30,27,20
503183930,Brooklyn Nets (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705316400,207,104,103,30,30,20,27,27,30,26,17
503145735,Brooklyn Nets (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705299600,198,111,87,27,18,28,36,16,30,16,27
503134117,Memphis Grizzlies (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705292400,199,106,93,25,27,23,28,15,26,30,25
503130813,Minnesota Timberwolves (cyber),Los Angeles Lakers (cyber),NBA 2K24. Cyber League,1705290000,173,83,90,24,20,24,23,20,18,22,22
503365281,Phoenix Suns (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705393200,194,101,93,21,31,23,19,26,24,23,27
503501572,Phoenix Suns (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705441200,201,95,106,27,23,18,24,30,21,31,27
503350146,Brooklyn Nets (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705386000,200,96,104,21,21,16,24,33,26,34,25
503299449,Philadelphia 76ers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705357200,195,92,103,30,20,24,24,31,20,18,28
503212585,Minnesota Timberwolves (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705326000,179,90,89,25,26,20,13,28,28,16,23
503172061,Cleveland Cavaliers (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705311600,206,97,109,23,23,36,18,26,32,24,24
503341112,Boston Celtics (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705381200,199,103,96,22,22,27,28,21,21,26,32
503337062,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705378800,227,116,111,26,26,23,33,24,29,38,28
503269022,Atlanta Hawks (cyber),New York Knicks (cyber),NBA 2K24. Cyber League,1705345200,204,97,107,25,25,33,22,26,30,23,20
503178362,Memphis Grizzlies (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705314000,174,97,77,12,19,17,22,28,32,20,24
503853641,Phoenix Suns (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705590000,209,110,99,22,33,28,30,29,31,20,16
503859996,New York Knicks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705592400,184,98,86,26,23,18,26,20,30,22,19
503833392,Philadelphia 76ers (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705582800,200,111,89,23,21,30,25,11,36,25,29
503791743,Brooklyn Nets (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705568400,208,100,108,31,26,23,27,31,25,23,22
503765896,Milwaukee Bucks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705556400,216,111,105,11,33,32,17,28,36,34,25
503717907,New York Knicks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705530000,191,113,78,22,24,16,35,20,30,20,24
503687841,Boston Celtics (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705518000,205,100,105,29,18,25,31,29,17,22,34
503505914,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705443600,219,105,114,25,28,27,20,30,26,32,31
503818264,Minnesota Timberwolves (cyber),Los Angeles Lakers (cyber),NBA 2K24. Cyber League,1705578000,193,110,83,22,33,18,30,18,30,25,17
503811688,Denver Nuggets (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705575600,208,100,108,32,29,24,16,26,20,26,35
503785632,Denver Nuggets (cyber),Los Angeles Lakers (cyber),NBA 2K24. Cyber League,1705566000,201,108,93,24,28,18,26,30,21,21,33
503770717,Los Angeles Clippers (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705558800,184,82,102,26,21,30,13,23,25,23,23
503572761,Philadelphia 76ers (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705479600,207,97,110,28,24,24,24,27,24,31,25
503566946,Memphis Grizzlies (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705477200,209,115,94,22,27,23,32,25,30,24,26
503826042,Cleveland Cavaliers (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705580400,208,91,117,33,19,29,33,30,19,25,20
503634906,Golden State Warriors (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705501200,197,102,95,29,22,28,28,20,27,18,25
503599811,Phoenix Suns (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705489200,207,108,99,25,24,19,29,29,27,26,28
503556895,Brooklyn Nets (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705472400,209,101,108,30,19,25,34,22,25,31,23
503540809,Denver Nuggets (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705462800,213,112,101,27,32,31,26,26,24,17,30
503746538,Atlanta Hawks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705544400,207,100,107,26,21,27,33,34,21,20,25
503713393,Brooklyn Nets (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705527600,198,96,102,24,19,28,28,27,24,23,25
503695423,Philadelphia 76ers (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705520400,197,110,87,22,34,19,26,21,24,25,26
503620225,Atlanta Hawks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705496400,198,104,94,27,23,22,28,26,18,19,35
503754108,Brooklyn Nets (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705549200,169,106,63,19,32,16,25,16,28,12,21
503722276,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705532400,202,105,97,28,18,25,35,30,29,14,23
503663460,Denver Nuggets (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705510800,218,99,119,29,25,27,19,28,31,35,24
503912227,Brooklyn Nets (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705609200,183,105,78,22,30,16,29,24,26,16,20
503798484,Memphis Grizzlies (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705570800,204,106,98,22,21,27,29,24,27,25,29
503733050,Boston Celtics (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705537200,210,101,109,29,35,30,27,27,19,23,20
503528220,Milwaukee Bucks (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705455600,198,92,106,30,21,29,23,26,24,21,24
503761382,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705554000,212,107,105,21,21,17,37,40,25,27,24
503922653,Memphis Grizzlies (cyber),Minnesota Timberwolves (cyber),NBA 2K24. Cyber League,1705614000,188,83,105,18,20,34,29,18,17,35,17
503875123,Cleveland Cavaliers (cyber),Memphis Grizzlies (cyber),NBA 2K24. Cyber League,1705597200,208,96,112,27,29,29,26,29,20,27,21
503917874,Philadelphia 76ers (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705611600,236,120,116,27,27,29,22,26,30,34,41
503805882,Phoenix Suns (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705573200,218,105,113,24,34,26,25,31,22,32,24
503757692,Los Angeles Lakers (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705551600,202,90,112,26,28,31,27,30,21,25,14
503840008,Brooklyn Nets (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705585200,179,93,86,18,22,20,21,18,18,30,32
503898706,Denver Nuggets (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705604400,209,95,114,31,17,31,25,21,32,31,21
503544607,Sacramento Kings (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705465200,206,118,88,23,24,23,38,19,26,23,30
503536474,Philadelphia 76ers (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705460400,198,103,95,20,29,28,29,28,19,19,26
503532512,Boston Celtics (cyber),Atlanta Hawks (cyber),NBA 2K24. Cyber League,1705458000,211,103,108,28,20,21,25,32,23,27,35
503847144,Los Angeles Clippers (cyber),Golden State Warriors (cyber),NBA 2K24. Cyber League,1705587600,178,97,81,19,28,23,18,19,21,20,30
503671817,Milwaukee Bucks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705513200,223,103,120,28,32,29,23,33,28,30,20
503593558,Boston Celtics (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705486800,216,111,105,21,25,25,35,19,27,40,24
503519959,Denver Nuggets (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705450800,211,98,113,30,30,33,23,26,17,24,28
503708677,Cleveland Cavaliers (cyber),Denver Nuggets (cyber),NBA 2K24. Cyber League,1705525200,214,100,114,35,18,16,27,25,24,38,31
503523921,Los Angeles Lakers (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705453200,219,98,121,27,21,30,25,25,28,39,24
503726894,Denver Nuggets (cyber),Sacramento Kings (cyber),NBA 2K24. Cyber League,1705534800,203,98,105,25,25,25,18,29,22,26,33
503656235,Atlanta Hawks (cyber),Miami Heat (cyber),NBA 2K24. Cyber League,1705508400,211,108,103,30,26,27,15,25,29,21,38
503606809,Golden State Warriors (cyber),Los Angeles Lakers (cyber),NBA 2K24. Cyber League,1705491600,211,101,110,26,23,30,29,22,26,32,23
503891327,Atlanta Hawks (cyber),Boston Celtics (cyber),NBA 2K24. Cyber League,1705602000,215,121,94,22,37,29,20,21,33,22,31
503883239,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705599600,224,106,118,34,35,28,24,19,28,37,19
503613732,New York Knicks (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705494000,205,117,88,17,34,29,33,22,27,20,23
503548384,Golden State Warriors (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705467600,174,102,72,15,29,20,21,24,34,13,18
503640809,Milwaukee Bucks (cyber),Cleveland Cavaliers (cyber),NBA 2K24. Cyber League,1705503600,207,90,117,29,31,31,24,32,14,25,21
503868075,Miami Heat (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705594800,193,104,89,20,27,26,31,21,23,22,23
503514413,Miami Heat (cyber),Philadelphia 76ers (cyber),NBA 2K24. Cyber League,1705448400,204,99,105,33,19,24,19,24,28,24,33
503510163,Cleveland Cavaliers (cyber),Brooklyn Nets (cyber),NBA 2K24. Cyber League,1705446000,211,103,108,28,26,35,21,19,22,26,34
503780136,Sacramento Kings (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705563600,207,108,99,26,28,28,31,22,30,23,19
503750186,Memphis Grizzlies (cyber),Milwaukee Bucks (cyber),NBA 2K24. Cyber League,1705546800,186,79,107,26,10,26,23,30,23,25,23
503702251,Milwaukee Bucks (cyber),Phoenix Suns (cyber),NBA 2K24. Cyber League,1705522800,219,107,112,32,25,31,31,24,21,25,30
503742508,Golden State Warriors (cyber),Los Angeles Clippers (cyber),NBA 2K24. Cyber League,1705542000,222,107,115,31,26,30,28,24,26,30,27
